name|gubun|price|score|count|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
세시셀라 도산공원점|카페|10150|4.3|19|당근케이크|와플브런체세트|크레이프케이크|오늘의티|서울시 강남구 신사동 651-4 삼경빌딩 1층|02-3448-7100|11:30 - 22:00|매장내식사가능
도수향|떡,한과|38125|4.6|6|이북인절미 소|이북인절미 중|이북인절미 대|단체(10개)(30상자이상)|서울특별시 강남구 신사동 662-7|02-540-2939|08:30 - 18:00|매장내식사가능
압구정공주떡|떡,한과|59857|4.5|14|영양떡 1되~5되|흑임자인절미 1되~5되|영양떡+흑임자인절미|영양떡+두텁+흑임자인절미 5되|서울시 강남구 신사동 569-31|02-516-3643|00:00 - 24:00|주차, 포장, 배달, 방문접수/출장, 예약
대가방 압구정동점|중식당|20875|4.4|7|탕수육|라조기|게살볶음밥|유니짜장면|서울시 강남구 신사동 549-8|02-546-6331|11:30 - 21:30|매장내식사가능
우와|일식당|17500|4.2|20|클래식 오코노미야키&야키소바|철판 꽃갈비살 100g|토마토 오코노미야키& 시오 야키소바|하야시 오코노미야키& 바질 야키소바|서울특별시 강남구 신사동 508-8|070-8833-7336|12:00 - 22:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
세컨디포레스트 가로수길점|스파게티,파스타전문|14750|4.6|10|들깨크림파스타|오이스터치킨쉬림프리조또|청양크림파스타|상하이파스타|서울특별시 강남구 신사동 521-22 1동 나라빌딩|0507-1377-0978|11:30 - 20:30|발렛파킹, 포장, 배달, 무선 인터넷, 제로페이, 국민지원금
우유니아이스크림|아이스크림|10200|4.4|12|아이스크림 1스쿱|아이스크림 1.5스쿱|아이스크림 3스쿱|아이스크림 4.5스쿱|서울특별시 강남구 신사동 529-6|02-546-0000|10:00 - 22:30|매장내식사가능
스몰디쉬빅쇼|아시아음식|9875|4.8|4|매콤 오이 샐러드|어향가지|목이버섯 샐러드|베이컨 숙주 볶음|서울특별시 강남구 신사동 524-1|0507-1340-3996|12:00 - 15:00|포장, 배달, 무선 인터넷, 남/녀 화장실 구분
겟썸커피|카페,디저트|4700|4.4|14|더티카푸치노|애플크럼블아포가토|딸기스콘|애플시나몬스콘|서울특별시 강남구 신사동 551-32|0507-1316-3619|10:00 - 21:00|포장, 반려동물 동반
아가젤라또|아이스크림|17000|4.7|9|1인 젤라또(컵)|포장(미듐)-세가지맛|포장(라지)-네가지맛|none|서울 강남구 신사동 564-3|0507-1398-2885|12:00 - 22:00|포장, 예약, 무선 인터넷, 반려동물 동반, 국민지원금
타르틴베이커리 도산점|베이커리|6875|4.3|17|컨트리 하프|크루아상|바나나 크림 타르트|모닝번|서울특별시 강남구 신사동 645-18|070-4333-4350|10:00 - 21:00|단체석, 주차, 발렛파킹, 포장, 배달
한추|맥주,호프|19250|3.8|33|후라이드치킨|한추떡볶이|양념치킨|고추튀김|서울특별시 강남구 신사동 549-9|02-541-0969|14:00 - 01:00|국민지원금
장다리곱창|곱창,막창,양|24500|4.5|5|조소곱창|모둠구이|극내산 특양|곱창전골|서울 강남구 압구정로46길 5-14 지상1층|0507-1403-7286|17:00 - 05:00|단체석, 발렛파킹, 예약, 남/녀 화장실 구분, 제로페이, 국민지원금
김북순 큰남비집 본점|한식|11250|4.3|9|목살김치찌개|초란뚝배기탕|목살듬뿍김치찌개|해물 순두부찌개|서울시 강남구 신사동 522|02-543-9024|10:20 - 22:00|포장, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
묵전|전통,민속주점|21857|4.0|19|시골장터모둠전|모듬 해물 파전|묵전 최고 한방 도마보쌈|돼지고기 김치찜|서울시 강남구 신사동 645-11|02-548-1461|11:30 - 24:00|단체석, 발렛파킹, 포장, 예약, 남/녀 화장실 구분
그랑씨엘|이탈리아음식|33250|4.4|6|앤쵸비 오일 파스타|한우 채끝등심 스테이크|이탈리안 전통 토마토 스프|까르보나라|서울 강남구 도산대로45길 16-6 1층|02-548-0283|11:00 - 22:00|단체석
압구정 곱창|곱창,막창,양|28500|4.4|7|한우곱창구이|한우막창구이|한우대창구이|특양구이|서울 강남구 압구정로42길 25-8|0507-1484-0054|12:00 - 22:00|단체석, 포장, 무선 인터넷
고급오복수산|일식당|48500|4.4|7|모듬 사시미 中|우니 도로 이쿠라 관자 에비|카이센동|우니 이쿠라 카니 카이센동|서울시 강남구 신사동 603 안다즈호텔 지하1층|0507-1399-9955|none|매장내식사가능
벽돌해피푸드 압구정점|중식당|17250|4.4|8|토마토 계란 덮밥|크림새우|사천식 돼지고기 튀김|마라샹궈|서울특별시 강남구 신사동 655|02-514-0200|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
쿠스 다이닝|카페,디저트|6625|4.6|6|YELLOW LEMON MILK TEA|AMERICANO|VANILLA LATTE|크로플|서울 강남구 신사동 648-9|02-548-4401|11:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
오복수산 도산|일식당|43750|4.1|15|모듬 사시미 中|우니 도로 이쿠라 관자 에비|카이센동|특선 카이센동|서울특별시 강남구 신사동 666-25 2층|0507-1401-9967|11:30 - 21:30|주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
구스테이크 528|양식|19000|4.5|4|포터하우스|티본|본인립아이|본입스트립|서울시 강남구 신사동 528-3|02-511-0917|12:00 - 22:00|발렛파킹, 포장, 예약, 무선 인터넷
소이연남마오|태국음식|17250|5.0|3|소고기쌀국수|똠얌쌀국수|꿍팟퐁커리(새우 옐로 커리)|똠얌꿍|서울 강남구 도산대로53길 30 소이연남마오 1, 2층|0507-1315-5130|11:30 - 21:50|발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금
산동교자관|중식당|16250|4.6|4|찐만두, 물만두|군만두|오향장육|유산슬밥|서울특별시 강남구 신사동 615|02-514-2608|02-514-2608|단체석, 주차, 배달, 국민지원금
도산분식 도산공원점|종합분식|8400|3.8|33|돈까스샌드|어묵튀김도산떡볶이|육회김밥|김치볶음밥|서울 강남구 도산대로49길 10-6 젤로빌딩|02-514-5060|11:30 - 20:30|발렛파킹, 포장, 배달, 무선 인터넷
신사랑|덮밥|9250|4.3|8|고등어덮밥|연어장덮밥|닭튀김덮밥|매운돼지숙주덮밥|서울특별시 강남구 신사동 519-1|0507-1314-8505|11:00 - 21:00|포장, 남/녀 화장실 구분, 제로페이, 국민지원금
신사연어|이자카야|26000|4.2|13|연어 사시미 중|연어 사시미 대|연어 샤워크림 샐러드|연어 타다키|서울특별시 강남구 신사동 512-9 MG타운 2층|0507-1355-5701|16:30 - 24:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
야사이마끼 쿠이신보|일식당|14475|4.4|5|돼지고기 샤브샤브|돼지고기 세이로무시|치킨난방|멘치카츠|서울 강남구 강남대로152길 62 1층 야사이마끼 쿠이신보|010-9498-9215|17:30 - 02:00|발렛파킹, 무선 인터넷, 남/녀 화장실 구분
우마텐 텐동|일식당|5375|4.2|11|에피타이져|텐동|세트메뉴|탄산음료|서울특별시 강남구 신사동 661-10|0507-1318-5833|11:30 - 21:00|단체석, 주차, 포장, 배달, 무선 인터넷, 제로페이, 국민지원금
식물성 도산|카페,디저트|6500|4.5|10|식물성 화이트|식물성 블랙|아메리카노|아인슈페너|서울특별시 강남구 신사동 634-16|0507-1432-1178|11:00 - 22:00|발렛파킹, 포장, 무선 인터넷
이치서울|카페,디저트|7000|4.4|8|쑥 아이스크림|고구마 푸딩|구움 도너츠(ea)|청 포장(ea)|서울특별시 강남구 신사동 508-6|070-0009-0009|12:00 - 22:00|매장내식사가능
뉴욕라츠오베이글스|베이글|0|4.2|8|베이글|none|none|none|서울특별시 강남구 신사동 642-6|02-3448-7777|08:30 - 20:00|단체석, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
가담|중식당|41500|3.8|9|게살해물요리|고추탕수육|난자완스|가담정식 1인분|서울특별시 강남구 신사동 608-8|02-545-5163|11:20 - 21:30|매장내식사가능
일일향 압구정1호점|중식당|26875|3.9|12|짜장면|황비홍깐풍기|유린기|찹쌀탕수육 (꿔바로우)|서울 강남구 논현로168길 30|0507-1347-6154|11:30 - 21:30|단체석, 주차, 발렛파킹, 포장, 예약, 남/녀 화장실 구분, 국민지원금
온달집 본점|육류,고기요리|12000|4.5|6|닭다리살|꼼장어|무뼈닭발|닭똥집|서울특별시 강남구 신사동 514-4|02-511-5262|17:00 - 05:00|단체석, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
감성타코|양식|16950|3.7|33|까르니따스 치즈 타코|감성 그릴드 파히타|파인애플 베르데 살사 타코|숏립 타코|서울특별시 강남구 신사동 523-16|02-547-3366|11:30 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
한일관 압구정점|한정식|31250|3.9|12|새 상차림|불고기 상차림|불고기1939|전통 갈비탕|서울특별시 강남구 신사동 619-4|1577-9963|none|매장내식사가능
비파티세리|베이커리|5950|4.1|9|퀸아망 클래식 (Kouign Amann Classic)|퀸아망 플레이버 (Kouign Amann Flavor)|크로아상 (Croissant)|클럽 샌드위치 (Club Sandwich)|서울특별시 강남구 신사동 546-17|02-517-0033|10:00 - 22:00|단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
꽁티드툴레아|브런치|8500|4.0|15|커피|Latte|Affogato|아보카도토스트|서울특별시 강남구 신사동 646-21|0507-1325-8490|11:00 - 24:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반
파넬|양식|25250|4.1|10|수비드 스테이크샌드위치|연어에그베네딕트|베이컨에그베네딕트|살치살 스테이크|서울 강남구 언주로164길 14|02-511-6492|10:00 - 22:00|단체석, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
장사랑 본점|한식|16250|4.2|7|바싹불고기정식|고등어구이|보리굴비|간장게장|서울시 강남구 신사동 624-47 B1F|02-546-9994|11:00 - 21:00|매장내식사가능
송쉐프|중식당|31750|3.9|11|난자완스|게살볶음|옛날볶음밥+프라이|옛날짬뽕(밥)|서울특별시 강남구 신사동 507-11|02-546-1178|none|매장내식사가능
듀자미|카페|25350|3.5|31|카라멜 소금케이크(조각)|카라멜 소금케이크(홀)|보드라운 딸기 생크림케이크(조각)|보드라운 딸기 생크림케이크(15cm 홀)|서울특별시 강남구 신사동 535-9|02-3443-0030|12:00 - 21:30|단체석, 주차, 포장, 예약, 무선 인터넷, 국민지원금
네기 스키야키|일식당|62750|4.2|4|점심 식사메뉴|점심,저녁 스키야키 단품|저녁 스키야키 코스|none|서울특별시 강남구 신사동 603 안다즈호텔|02-543-1060|11:30 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
우시야 본점|소고기구이|79000|4.2|5|우시야코스A [1인]|우시야코스B [1인]|우시야코스C [1인]|none|서울 강남구 도산대로27길 16 1층 우시야|010-9359-9667|17:00 - 23:00|예약, 무선 인터넷, 국민지원금
홍미닭발 신사점|닭발|17250|4.1|13|통닭발|무뼈닭발|국물닭발|오돌뼈|서울시 강남구 신사동 502-1 신시빌딩 1층|02-545-2119|12:00 - 03:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형)
쉑쉑버거 청담점|햄버거|6725|3.7|42|쉑버거|프라이|쉐이크|스모크쉑|서울특별시 강남구 신사동 652-16 SGF청담타워 1층|02-510-5217|10:30 - 22:30|매장내식사가능
삼창교자|딤섬,중식만두|14500|3.9|12|하이단(우니)교자|훠라띠위궈(매운 소고기전골)|뽀우위(전복)교자|빠아위(삼치)교자|서울시 강남구 신사동 517-34 1층|0507-1473-5588|11:30 - 22:00|발렛파킹, 포장, 배달, 무선 인터넷
