name|gubun|price|score|count|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
가드너아드리아|이탈리아음식|24250.0|3.4|60|성게알파스타|베라크루즈|돼지등심스테이크|리코타치즈 바닐라아이스크림| 서울 강남구 압구정로46길 73 1층 (지번) 신사동 648-20 |02-549-4698|11:30 - 23:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분, 국민지원금
가디록|이탈리아음식|69250.0|3.7|53|Lunch Course|Dinner Course|none|none|서울 강남구 도산대로45길 18-4 2층|0507-1404-6815|12:00 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
가로수길공감|이자카야|32250.0|3.4|63|공감 모듬 사시미|광어 연어 사시미|김치가츠나베|얼큰 차돌나베| 서울 강남구 강남대로154길 41 1, 2층 (지번) 신사동 516-12 |02-518-9799|16:00 - 02:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
가로수길생칼국수 신사점|칼국수,만두|8000.0|4.1|31|바지락칼국수|들깨수제비|새싹열무비빔밥|감자옹심이| 서울 강남구 압구정로2길 46 강남상가 1층 19호 (지번) 신사동 510-11 |02-512-6474|10:00 - 22:00|단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
가로수브루잉컴퍼니|맥주,호프|11500.0|3.3|28|필스너,신사라거,신사에일 500CC|치즈피자|페퍼로니 피자|감바스 알 아히요| 서울 강남구 도산대로11길 31-4 (지번) 신사동 518-12 |02-515-8962|16:00 - 24:00|주차, 포장, 무선 인터넷, 남/녀 화장실 구분
가온|한식|172333.0|1.8|37|온날 코스(점심)|온날 코스(저녁)|와인|화요| 서울 강남구 도산대로 317 호림아트센터 M층 (지번) 신사동 651-27 |02-545-9845|17:00 - 22:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 미쉐린 가이드 서울 2022
감성타코 가로수길점|멕시코,남미음식|16950.0|2.8|139|감성 그릴드 파히타|까르니따스 치즈 타코|파인애플 살사 베르데 타코|숏립 타코|서울 강남구 가로수길 26 3층|02-516-8884|12:00 - 22:00|포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
감성타코 신사점|멕시코,남미음식|16950.0|3.5|13|까르니따스 치즈 타코|감성 그릴드 파히타|파인애플 베르데 살사 타코|숏립 타코|서울 강남구 강남대로162길 31|02-547-3366|11:30 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
갓덴스시 신사점|초밥,롤|2850.0|2.8|43|녹색접시|빨강접시|보라접시|곤색접시| 서울 강남구 강남대로152길 40 (지번) 신사동 537 |0507-1421-1477|11:00 - 21:30|발렛파킹, 포장, 배달, 남/녀 화장실 구분
갓잇 도산공원점|멕시코,남미음식|46750.0|3.8|173|Bset(2인)|Family set(4인)|Aset(2인)|Cset (2인)|서울 강남구 언주로164길 24 아크로스빌딩 지상1층 GODEAT|0507-1339-9451|11:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
갓포마코토|일식당|49250.0|3.8|74|계절 모둠사시미|한우 스키야끼|한우 우니말이|우니비스크소스파스타| 서울 강남구 언주로168길 5 지미안빌딩 2층 (지번) 신사동 635-4 |0507-1319-9588|18:00 - 01:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분
갓포아키 도산공원점|일식당|32000.0|4.2|57|모둠사시미 1인|none|none|none|서울 강남구 도산대로45길 8-3 쿠키빌딩|02-540-8669|17:30 - 새벽 00:30|발렛파킹, 포장, 예약, 남/녀 화장실 구분
강남돌곱창|곱창,막창,양|23750.0|4.5|15|곱창|대창|양|양밥| 서울 강남구 압구정로18길 17 (지번) 신사동 568-4 |02-548-7225|14:00 - 24:00|단체석, 발렛파킹, 포장, 예약
강남면옥 본점|냉면|50750.0|3.3|79|갈비찜(小)|회냉면|갈비찜(大)|갈비찜(中)|서울 강남구 논현로152길 34|02-3446-5539|10:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
강서면옥 압구정점|냉면|37000.0|3.6|74|편육|녹두전|한우평양냉면|갈비찜 대|서울 강남구 언주로164길 19 강서면옥|02-3445-0092|11:00 - 21:30|매장식사가능
개미집|요리주점|41000.0|3.6|22|매운갈낙찜|모짜렐라김치전|홍어삼합|제철 사시미| 서울 강남구 압구정로 110 화인빌딩 1층 (지번) 신사동 528-4 |02-541-5955|16:00 - 24:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
겟썸커피 신사점|카페,디저트|4700.0|3.7|41|더티카푸치노|애플크럼블아포가토|딸기스콘|애플시나몬스콘| 서울 강남구 논현로159길 46-6 지하1층 (지번) 신사동 551-32 |0507-1316-3619|10:00 - 21:00|포장, 반려동물 동반
경복궁불고기 압구정점|육류,고기요리|65000.0|3.7|17|양념갈비 세트|한우 꽃등심 코스|생갈비|생등심 세트| 서울 강남구 압구정로30길 51 I.S.A빌딩 지하1층 (지번) 신사동 600 |02-518-7727|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
경성팔일삼 본점|한식|13000.0|4.5|56|생돼지 김치 두루치기 2인 정식(2인분)|생돼지 김치찌개 1인정식|찐찐 차돌 된장찌개 1인정식|차돌치즈 볶음밥+묵사발+김셋트 1인정식| 서울 강남구 도산대로11길 5 1층 (지번) 신사동 514-9 |0507-1371-0813|11:00 - 24:00|단체석, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
계식당|닭요리|13500.0|2.3|35|숯불 닭 목살|마약치즈 퐁듀|숯불 닭 구이(허벅지살)|숯불 닭 안창살(토리하라미)| 서울 강남구 언주로170길 37 (지번) 신사동 642-8 |0507-1407-3734|15:00 - 24:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 국민지원금
고급오복수산|일식당|48500.0|4.4|222|모듬 사시미 中|우니 도로 이쿠라 관자 에비|카이센동|우니 이쿠라 카니 카이센동|서울 강남구 논현로 854 안다즈호텔 지하1층|0507-1399-9955|11:30 - 21:30|주차, 포장, 예약, 무선 인터넷, 제로페이, 국민지원금
고디바 가로수길플래그쉽|초콜릿전문점|15525.0|3.8|55|고디바 더블 초콜릿 아이스크림|고디바 초콜릿 레이어 케이크|고디바 아이스 초콜릿|고디바 소프트 아이스 초콜릿| 서울 강남구 가로수길 46 1,2층 (지번) 신사동 545-6 |02-517-3979|11:00 - 22:00|단체석, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
고반식당 가로수길점|돼지고기구이|27750.0|3.7|160|숙성 생삼겹살 160g|돈치맛살 130g|고반 한마리세트 670g|숙성 생목살 160g|서울 강남구 강남대로156길 34|0507-1405-5888|14:00 - 23:00|단체석, 발렛파킹, 예약, 무선 인터넷, 국민지원금
고트델리 압구정|샌드위치|10750.0|4.1|148|잠봉뵈르|올드스쿨파스트라미|루벤|고트피자|서울 강남구 선릉로161길 17|0507-1398-0816|11:30 - 21:00|발렛파킹, 포장, 국민지원금
고향역|포장마차|20250.0|4.0|41|오돌뼈주먹밥|닭똥집|돼지껍데기|해물파전| 서울 강남구 강남대로152길 34 (지번) 신사동 514-8 |02-543-4692|17:00 - 07:00|무선 인터넷, 남/녀 화장실 구분
골드피쉬 딤섬퀴진|중식당|14000.0|3.8|129|가지볶음|무떡볶음|멘보샤|다루면|서울 강남구 압구정로48길 35 투구빌딩 2층|0507-1345-5266|11:30 - 21:30|발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
골뱅이신사|해물,생선요리|46500.0|2.9|166|생골뱅이탕|피문어통숙회(大)|꼬막한판|골뱅이한판|서울 강남구 강남대로156길 32|02-549-5677|16:30 - 새벽 04:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷
교대이층집 신사점|육류,고기요리|14500.0|3.6|69|통삼겹(국내산, 160g)|꽃삼겹(국내산, 150g)|통목살(국내산, 160g)|항정살(국내산, 150g)| 서울 강남구 강남대로152길 17 1, 2층 (지번) 신사동 512-16 |02-512-4201|11:30 - 24:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분, 지역화폐(카드형), 제로페이, 국민지원금
교텐|일식당|16500.0|4.4|28|우니(성게알)|멘치가츠|사시미|튀김| 서울 강남구 강남대로160길 23 1층 (지번) 신사동 521-3 |02-511-5232|17:00 - 24:00|무선 인터넷
구스테이크528|스테이크,립|44000.0|4.5|7|포터하우스 /100g당|티본 /100g당|본인립아이 / 100g당|본인스트립/ 100g당| 서울 강남구 압구정로 108 (지번) 신사동 528-3 |02-511-0917|12:00 - 22:00|발렛파킹, 포장, 예약, 무선 인터넷
구전동화|육류,고기요리|115000.0|3.1|72|한우오마카세 (디너)|한우오마카세 (런치)|none|none| 서울 강남구 압구정로46길 26 2층 (지번) 신사동 643-26 |02-512-0991|12:00 - 21:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
군자대한곱창 신사점|곱창,막창,양|40075.0|2.3|64|싱글 SET(모둠구이(1인)+깍두기볶음밥)|커플 SET(곱창+염통+뚝배기전골+깍두기볶음밥)|모둠곱창(중(中))|모둠곱창(대(大))| 서울 강남구 강남대로152길 33 (지번) 신사동 515-10 |02-545-7626|12:00 - 02:00|국민지원금
그랑씨엘|이탈리아음식|33250.0|3.4|64|앤쵸비 오일 파스타|한우 채끝등심 스테이크|이탈리안 전통 토마토 스프|까르보나라|서울 강남구 도산대로45길 16-6 1층|02-548-0283|11:00 - 22:00|단체석
그레이그리스트밀|카페|5000.0|3.9|93|에티오피아|웨이크업|피자두워터|브루잉넛라떼| 서울 강남구 압구정로2길 15 신사아이빌 지하1층 103호 (지번) 신사동 522 |02-546-8902|11:00 - 21:00|무선 인터넷, 남/녀 화장실 구분
근식당|돼지고기구이|26750.0|3.5|27|무항생제 삼겹살(150g)|한우1++채끝등심(150g)|한우숙성차돌박이(150g)|통목살(200g)| 서울 강남구 압구정로28길 22-6 1층 (지번) 신사동 577-8 |02-546-7992|17:00 - 22:00|단체석, 주차, 발렛파킹, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
금별맥주 강남신사점|맥주,호프|13900.0|4.4|8|사모님!감바스 (feat.명란파스타면)|새콤달콤 사과골뱅이(feat.쇼좌빙)|칼칼 스키야키 나베|치즈 듬뿍 멘보샤|서울 강남구 압구정로2길 49 1층|02-512-8988|11:00 - 새벽 02:00|단체석, 포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
금산제면소 압구정점|국수|12000.0|1.6|51|탄탄면|none|none|none| 서울 강남구 압구정로46길 5-6 101호 (지번) 신사동 660-17 |02-518-5257|11:00 - 20:00|매장 내 식사
금성스테이크부대찌개|스테이크,립|17000.0|3.2|40|쏘세지전골(부대찌개)|반 모듬구이|베이컨구이|쏘세지구이| 서울 강남구 언주로174길 26 1층 2호 (지번) 신사동 640-1 |02-547-4872|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 제로페이, 국민지원금
금수복국 압구정점|복어요리|50375.0|3.5|44|3층 코스요리|복국|복까스|복물회| 서울 강남구 언주로 821 금수빌딩 2,3층 (지번) 신사동 627-13 |02-542-5482|00:00 - 24:00|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
기세끼 신사점|이자카야|44000.0|3.9|56|사시미 모리아와세 대|매콤소스도미아게|규카츠 블랙|모찌리도후| 서울 강남구 강남대로152길 42 홍인빌딩 지하 1층 (지번) 신사동 537-2 |0507-1405-4577|17:00 - 05:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
길버트버거앤프라이즈|햄버거|10625.0|4.3|98|길버트|MR.프레지던트|더 클래식|로켓|서울 강남구 도산대로15길 47|0507-1427-5453|11:30 - 21:00|단체석, 발렛파킹, 포장, 무선 인터넷, 국민지원금
길손|일식튀김,꼬치|28000.0|4.0|20|주먹밥|닭날개꼬치|모둠꼬치 소|대| 서울 강남구 논현로175길 40 (지번) 신사동 574-8 |02-546-1247|18:00 - 01:00|단체석, 국민지원금
김북순큰남비집 신사본점|한식|11250.0|3.7|77|목살김치찌개|초란뚝배기탕|목살듬뿍김치찌개|해물 순두부찌개|서울 강남구 압구정로2길 15 신사아이빌|02-543-9024|10:20 - 22:00|포장, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
김이순장춘|국밥|11250.0|4.9|7|제주별미몸국|성게국|보말국|고등어구이| 서울 강남구 압구정로2길 53 2층 (지번) 신사동 516 |02-3442-0022|10:00 - 22:00|국민지원금
김작가의이중생활 신사가로수길점|요리주점|18650.0|2.3|21|((매출1위)) 낙곱새(2~3인 이상)|로제파스타닭갈비(가격인하행사)|((매출1~3위))닭볶이(가격인하행사)(2~3인)|쫀득탱글 스지탕(한우)(신메뉴)| 서울 강남구 강남대로152길 21 (지번) 신사동 512-12 |02-512-1230|17:00 - 05:00|단체석, 예약, 남/녀 화장실 구분
까사밀 레스토랑|이탈리아음식|22500.0|4.0|18|새우 루꼴라 샐러드|로메인 아시아 비프 피자|오리엔탈 토마토 스튜|쉬림프 로제 파스타| 서울 강남구 도산대로1길 83 1층 까사밀레스토랑 (지번) 신사동 527-2 |0507-1435-0146|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 장애인 편의시설
까폼|태국음식|14500.0|4.3|293|태국 소고기 쌀국수|카오카무|뿌님팟퐁커리|텃만꿍|서울 강남구 선릉로153길 18 지하1층|0507-1411-7318|11:30 - 22:00|발렛파킹, 포장, 배달, 방문접수/출장, 무선 인터넷, 반려동물 동반
꼬끄더그릴|닭요리|15000.0|4.3|57|닭목살|닭허벅지살|닭안창살|닭연골살 (가슴연골살+무릎연골살)| 서울 강남구 강남대로154길 10 금호빌딩 1층 (지번) 신사동 512 |0507-1324-3838|11:30 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
꼬륵 신사본점|도시락,컵밥|18750.0|4.0|60|프리미엄도시락|주문형(프리미엄)도시락3|오늘의 도시락|15,000 도시락| 서울 강남구 논현로151길 11 1층 (지번) 신사동 563-21 |0507-1423-8024|12:00 - 19:00|포장, 배달, 방문접수/출장, 예약, 무선 인터넷, 국민지원금
꽁티드툴레아|브런치|8500.0|3.2|841|커피|Latte|Affogato|아보카도토스트| 서울 강남구 도산대로49길 39 1층 (지번) 신사동 646-21 |0507-1325-8490|11:00 - 24:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반
꿍탈레|태국음식|12000.0|3.7|59|똠양쌀국수|팟타이 |팟끄라파오무쌉|소고기쌀국수|서울 강남구 압구정로10길 14 2층|0507-1341-5358|11:30 - 21:30|단체석, 발렛파킹, 포장, 예약, 남/녀 화장실 구분
끌림이탈리아|이탈리아음식|12575.0|4.8|29|스피나치 크림 라비올리|트러플 버섯크림 빠빠르델레|리코타 그래놀라 샐러드|끌림 플레인 샐러드| 서울 강남구 논현로151길 17 건훈빌딩 1층 (지번) 신사동 563-18 |02-518-1915|12:00 - 22:00|예약, 무선 인터넷, 남/녀 화장실 구분
나따오비까 신사점|카페,디저트|2800.0|3.6|118|에그타르트 클래식|호두 타르트|크림치즈 타르트|카카오초코 타르트|서울 강남구 압구정로2길 37|0507-1400-8618|10:00 - 22:30|국민지원금
나미나미|이자카야|32500.0|3.7|18|소고기 등심 데판야끼|전복 버터야끼|랍스타버터야끼|히로시마 오꼬노미야끼| 서울 강남구 압구정로48길 38 1층 (지번) 신사동 642-28 |070-8955-4838|17:10 - 02:00|단체석, 발렛파킹, 예약, 국민지원금
네기다이닝라운지|일식당|40000.0|4.6|117|사시미 모리아와세(2인)|이베리코카타로스 베요타|토마토 스키야키 힌우차돌|마구로타르타르|서울 강남구 도산대로15길 18 4층 네기|02-548-0807|18:00 - 24:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
네기스키야키|일식당|73500.0|4.0|100|점심 식사메뉴|점심,저녁 스키야키 단품|저녁 스키야키 코스|| 서울 강남구 논현로 854 지하 1층 B110, 111호 (지번) 신사동 603 |02-543-1060|11:30 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
노모어피자|양식|23750.0|3.9|528|half & half pizza + side menu + 탄산음료|chesse gopchang pizza|signature cheese pizza|super combination pizza|서울 강남구 언주로164길 34-2 1층|02-6080-3417|12:00 - 22:00|단체석, 포장, 배달, 예약, 무선 인터넷
노아베이커리 압구정본점|베이커리|39500.0|3.8|120|과일 생크림 2호|얼그레이 쉬폰케이크 1호|레인보우케이크|산딸기요거트쉬폰(1호)| 서울 강남구 압구정로30길 9 노아빌딩 4층 (지번) 신사동 612 |02-546-7588|08:00 - 21:00|주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
노이에아트멍|카페,디저트|8025.0|4.4|19|커피|카페 노아 아메리카노|그린스무디|베니스 샐러드| 서울 강남구 도산대로23길 19 (지번) 신사동 559-9 |070-8834-5444|10:30 - 22:00|국민지원금
논탄토|카페|5875.0|3.8|163|체즈베|골든 크림 라테|온두라스|이디오피아| 서울 강남구 도산대로17길 35 (지번) 신사동 544-23 |02-542-0206|11:00 - 22:00|단체석, 주차, 발렛파킹, 무선 인터넷, 국민지원금
누데이크 하우스 도산|카페,디저트|34750.0|3.4|374|PICNIC 피크닉|PEAK 피크|PEAK SMALL 피크 스몰|COLOSSEO 콜로세오|서울 강남구 압구정로46길 50 하우스 도산 B1|070-4128-2125|11:00 - 21:00|주차, 발렛파킹, 포장, 남/녀 화장실 구분
뉴만두집|만두|28000.0|3.7|170|만두전골|만두국|콩비지|빈대떡|서울 강남구 압구정로 338|02-544-3710|12:00 - 21:30|"밥블레스유 26회, 19.01.03.
2019년 1월 3일
 만둣국
펼쳐보기"
다운타우너 청담|햄버거|8050.0|4.2|575|AVOCADO(아보카도 버거)|BACON CHEESE(베이컨치즈 버거)|CHEESE(치즈버거)|GARLIC BUTTER FRIES(갈릭버터 프라이즈)|서울 강남구 도산대로53길 14 1층|0507-1422-9399|11:30 - 21:30|발렛파킹, 포장, 배달, 무선 인터넷, 반려동물 동반, 국민지원금
다이닝마|중식당|370000.0|2.0|6|샥스핀탕 M|불도장|옌바오츠코스|국내산 통해삼 요리| 서울 강남구 언주로152길 8 유일빌딩 2층 (지번) 신사동 630-12 |02-518-7400|11:30 - 21:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
다이칸야마키친|덮밥|13000.0|2.8|175|연어초밥 10pcs|연어대뱃살초밥10pcs|초밥특선런치|새우초밥스페셜|서울 강남구 압구정로10길 30-3 1층|0507-1403-9776|11:30 - 21:30|남/녀 화장실 구분
달래해장|한식|16250.0|2.2|58|(특)해장국|탕국|낙지볶음|달래불고기|서울 강남구 압구정로2길 46 강남시장 1층 달래해장|0507-1480-5969|00:00 -24:00|단체석, 발렛파킹, 포장, 무선 인터넷
달마시안|양식|16000.0|2.9|240|컬리플라워 포테이토 스프|달마시안 수제 그래놀라 요거트볼|비프 스테이크 토스트|아보카도 치킨 콥 샐러드|서울 강남구 압구정로42길 42|0507-1491-0926|09:00 - 23:00|단체석, 발렛파킹, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
닭으로가 압구정본점|닭갈비|15750.0|3.3|126|닭갈비|고추장닭갈비|불고기양념닭갈비|쟁반막국수|서울 강남구 언주로172길 55|050-4458-4404|11:30 - 22:30|단체석, 포장
담미온 압구정점|국밥|10000.0|3.3|25|수육국밥(보통)|수육국밥(특)|순대국밥(보통)|순대국밥(특)| 서울 강남구 압구정로28길 42 1층 (지번) 신사동 569-30 |02-548-9288|00:00 - 24:00|단체석, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
당옥|카페,디저트|13000.0|3.5|92|밤 몽실타래|말차딸기 몽실타래|와케이크 모음4구(예약)|카츠샌드 (예약권장)|서울 강남구 강남대로162길 22 1층|0507-1379-1276|11:30 - 21:00|포장, 국민지원금
대가방 압구정점|중식당|20875.0|4.0|27|탕수육|라조기|게살볶음밥|유니짜장면| 서울 강남구 논현로175길 64 (지번) 신사동 549-8 |02-546-6331|11:30 - 21:30|매장 내 식사
대막|일식당|18000.0|3.7|552|바질소바|후토마키 SET|아부라소바|후토마키 (5pcs)|서울 강남구 압구정로46길 75 , 1층|02-516-5056|12:00 - 21:00|발렛파킹, 무선 인터넷
대봉집 신사본점|육류,고기요리|13500.0|4.3|91|삼겹살|수제 껍데기|대봉불고기|돼지매운탕 소|서울 강남구 압구정로2길 57 1층 대봉집|0507-1310-0155|16:00 - 24:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
더앨리 가로수길점|카페|4750.0|3.3|65|브라운슈가 크로플(1개)|브라운슈가 디어리오카 시리즈 (ICE)|NO.9 밀크티(Ice)|티라미수(ICE)| 서울 강남구 가로수길 75 1,2층 (지번) 신사동 532-10 |0507-1323-3399|11:00 - 22:00|단체석, 포장, 무선 인터넷, 남/녀 화장실 구분
더팔당 본점|한식|24250.0|2.6|35|[ 주문1등 ] 오징어 볶음 1인 세트(1인분)|[ 인기 ] 김치찜 1인 세트(1인분)|[ 강추 ] 오징어 삼겹 볶음 1인 세트(1인분)|[[ 강추 ]] 오징어 볶음 + 김치찜 세트(2인(오징어볶음1인+김치찜1인))| 서울 강남구 선릉로157길 33 (지번) 신사동 657 |02-542-1515|00:00 - 24:00|단체석, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 제로페이, 국민지원금
더페이머스버거 신사점|햄버거|9833.0|3.7|253|페이머스버거-싱글|페이머스버거-더블|로얄그린버거|none|서울 강남구 도산대로 113 1층|02-6012-0811|11:30 - 21:30|포장, 배달
더페이머스버거 압구정점|햄버거|9575.0|4.2|66|램버거|페이머스버거-싱글|페이머스버거-더블|오리지널치즈버거-싱글|서울 강남구 압구정로48길 35|070-7705-9200|11:30 - 21:00|포장, 배달, 남/녀 화장실 구분, 제로페이
도레도레 신사점|케이크전문|40625.0|2.8|184|아메리카노|소중해케이크(홀)|진득해케이크(홀)|콩고물고물해(조각)|서울 강남구 도산대로15길 40|02-540-4553|11:00 - 23:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
도마야끼덕아웃|퓨전음식|34333.0|3.3|16|문어숙회삼합|덕아웃보쌈|쭈꾸미볶음|송이 해산물 볶음| 서울 강남구 도산대로51길 34 (지번) 신사동 655-1 |02-511-9883|18:00 - 04:00|국민지원금
도산분식 도산공원점|종합분식|8400.0|3.0|327|돈까스샌드|어묵튀김도산떡볶이|육회김밥|김치볶음밥|서울 강남구 도산대로49길 10-6 젤로빌딩|02-514-5060|11:30 - 20:30|발렛파킹, 포장, 배달, 무선 인터넷
도산사카바카와세미|이자카야|39250.0|3.5|45|사시미2인|사시미3인|연어 사시미|고등어 사시미| 서울 강남구 도산대로45길 10-8 1층 (지번) 신사동 651-8 |02-546-0887|17:00 - 24:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷
도수향|떡,한과|38125.0|3.2|102|이북인절미 소(16개)|이북인절미 중(32개)|이북인절미 대(50개)|단체 (10개) (30상자이상)| 서울 강남구 선릉로161길 21-4 1층 (지번) 신사동 662-7 |02-540-2939|08:30 - 18:00|매장 내 식사
도슬박|한식|25000.0|4.0|79|바다 담다|장어와 계란|항정 강정|두부떡갈비|서울 강남구 압구정로42길 25-3 1층|0507-1498-1171|11:30 - 22:00|포장, 남/녀 화장실 구분
도어401|카페,디저트|6500.0|3.3|80|라떼|다쿠아즈샌드|라벤더케이크|바나나푸딩| 서울 강남구 선릉로161길 18 (지번) 신사동 661-13 |02-6104-4017|12:00 - 20:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 국민지원금
도쿄등심 압구정점|소고기구이|79000.0|3.6|406|런치 스페셜 A|런치 스페셜 B|런치 스페셜 C|디너 스페셜 A|서울 강남구 도산대로49길 9 스타크빌딩 3층|0507-1405-2262|11:00 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
도쿄수플레 가로수길점|양식|15000.0|2.5|31|플레인 수플레팬케이크|솜사탕 수플레팬케이크|치즈 수플레팬케이크|초코 수플레팬케이크| 서울 강남구 압구정로10길 35 1층 (지번) 신사동 534-8 |0507-1338-7959|11:00 - 22:00|매장 내 식사
두레국수 본점|국수|12250.0|3.2|51|두레국수|비빔국수|비빔밥|곱창전골|서울 강남구 도산대로37길 28|02-3444-1421|10:30 - 21:00|주차
