name|gubun|price|score|count|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
패티앤베지스|브런치 / 버거 / 샌드위치|10150.0|4.5|74|클래식 버거|베이컨치즈 버거|머쉬룸치즈 버거|그린살사 버거|서울특별시 강남구 압구정로4길 11 1F|02-541-3443|11:30 - 22:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
스시 시미즈|회 / 스시|88000.0|4.5|26|점심 스시 오마카세|저녁 스시 오마카세|저녁 사시미 오마카세|야사이마끼 (4pcs)|서울특별시 강남구 언주로152길 11-3 B1|02-543-0887|12:00 - 22:00|단체석, 발렛파킹, 예약
야사이마끼 쿠이신보|이자카야 / 오뎅 / 꼬치|14475.0|4.5|33|돼지고기 샤브샤브|돼지고기 세이로무시|치킨난방|멘치카츠|서울특별시 강남구 강남대로152길 62|010-9498-9215|17:30 - 01:00|발렛파킹, 무선 인터넷, 남/녀 화장실 구분, 전화 예약
매덕스피자 신사점|기타 양식|47750.0|4.5|71|마르게리타피자|치즈피자|페퍼로니피자|하와이안피자|서울특별시 강남구 도산대로15길 11 1F|02-542-2420|12:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷
까폼|태국 음식|14500.0|4.5|58|똠양꿍|뿌님팟퐁커리|랭쎕|커무양|서울특별시 강남구 선릉로153길 18 B1|02-6081-7318|11:30 - 24:00|발렛파킹, 포장, 배달, 방문접수/출장, 무선 인터넷, 반려동물 동반
솔밤|퓨전 한식|215000.0|4.5|7|Solbam Course|Beverage Pairing|none|none|서울특별시 강남구 도산대로37길 6 4F|070-4405-7788|17:30 - 22:30|주차, 발렛파킹, 남/녀 화장실 구분
구들|일반 주점|27750.0|4.5|9|구들차림상 (11코스)|삼합육회|곶감치즈말이|가리비관자전|서울특별시 강남구 선릉로155길 26 3F|0507-1485-1592|17:30 - 23:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
사브서울|칵테일 / 와인|24500.0|4.5|14|대왕문어 카르파쵸|제주 아스파라거스|새조개 링귀니|덕자병어|서울특별시 강남구 논현로175길 6 B1|02-512-4939|18:00 - 24:00|단체석, 발렛파킹, 무선 인터넷
돈불리제담|고기 요리|24000.0|4.5|18|제주고기국수|고기비빔국수|흑돼지 돔베구이|흑돼지 두루치기|서울특별시 강남구 압구정로2길 46 강남상가 1F|02-546-2995|11:30 - 22:00|유료주차 가능, 단체석, 포장, 예약, 남/녀 화장실 구분
청우참치|회 / 스시|65000.0|4.5|18|참치회 특 1인|none|none|none|서울특별시 강남구 강남대로 632|02-549-8356|17:00 - 23:00|유료주차 가능, 단체석, 예약, 무선 인터넷, 국민지원금
정돈프리미엄 신사점|까스 요리|21000.0|4.4|224|로스카츠 (220g)|상 로스카츠 |히레카트 (200g)|로스+히레 카츠|서울특별시 강남구 강남대로160길 28|02-549-0924|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
리틀넥 청담|브런치 / 버거 / 샌드위치|13000.0|4.4|187|아메리칸 오믈렛|살몬 포케|고구마 프라이즈|라자냐|서울특별시 강남구 도산대로51길 17|02-792-1476|10:30 - 21:00|주차공간없음, 단체석, 발렛파킹, 포장, 배달, 무선 인터넷
스시선수|회 / 스시|65000.0|4.4|94|점심 스시세트|점심 사시미세트|점심 지라시스시세트|점심 도미조림|서울특별시 강남구 도산대로45길 6 호림아트센터 2빌딩|02-514-0812|12:00 - 22:00|무료주차 가능, 단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
갓포아키|이자카야 / 오뎅 / 꼬치|27750.0|4.4|134|아나고덴푸라|타코사라다|해수우니|도다리쑥국|서울특별시 강남구 도산대로45길 8-3 쿠키빌딩|02-540-8669|18:00 - 01:00|발렛파킹, 포장, 예약, 남/녀 화장실 구분
SADDLER HAUS|카페 / 디저트|9280.0|4.4|112|와플세트|페스츄리 바케트|새들러슈페너|호지티 라떼|서울특별시 강남구 도산대로17길 10 B1|070-8265-5541|11:00 - 22:00|발렛파킹, 포장, 무선 인터넷, 반려동물 동반
가온|한정식 / 백반 / 정통 한식|154800.0|4.4|20|온날코스 (런치)|온날코스 (디너)|와인|화요|서울특별시 강남구 도산대로 317 호림아트센터 MF|02-545-9845|17:30 - 23:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
임프레션|프랑스 음식|120000.0|4.4|29|런치 테이스팅 코스 메뉴|디너 테이스팅 코스 메뉴|none|none|서울특별시 강남구 언주로164길 24 5F|02-6925-5522|12:00 - 22:00|발렛파킹, 남/녀 화장실 구분
쇼토|베이커리|10566.66667|4.4|70|초코바나나 쇼토|레몬로브|딸기 쇼토|샤인머스켓 쇼토|서울특별시 강남구 압구정로18길 14-6 1F|02-512-3625|12:00 - 21:00|무료주차 가능, 주차, 포장, 무선 인터넷
선데이 버거 클럽|브런치 / 버거 / 샌드위치|8750.0|4.4|48|선데이치즈버거 DBL|치즈버거 SNGL|치폴레치즈버거 SNGL|갈릭치즈버거|서울특별시 강남구 언주로170길 37 201호|02-6080-8213|11:00 - 21:30|주차공간없음, 단체석, 발렛파킹, 포장, 배달, 무선 인터넷
켄|정통 일식 / 일반 일식|342500.0|4.4|21|오마카세코스|하베 꼬르통 샤를마뉴|장 노엘 가냐르 샤샤뉴 몽라쉐|부즈레 퓔리니 몽라쉐|서울특별시 강남구 언주로152길 15-3 2F|02-511-7809|18:00 - 23:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
스미카|회 / 스시|80000.0|4.4|11|오마카세|야키토리 7종|일본식계란말이|토리라멘|서울특별시 강남구 도산대로53길 18-2 1F|02-548-5554|18:00 - 24:00|발렛, 단체석, 주차, 예약, 남/녀 화장실 구분
치즈룸 안다즈|이탈리안|25250.0|4.4|56|치즈케이크 조각|트러플 파케리 파스타|전복 솥밥 리조또|치즈 홀케이크|서울특별시 강남구 논현로 854 안다즈호텔 B1 112호|010-6700-8861|10:00 - 22:30|무료주차 가능 2시간 무료, 단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
어물전 청 도산공원점|퓨전 한식|80000.0|4.4|17|말 김차림|포항청어|완도우럭|한우채끝|서울특별시 강남구 도산대로49길 16-7 1F|0507-1418-0488|17:00 - 22:00|발렛, 단체석, 무선 인터넷, 남/녀 화장실 구분
압구정공주떡집|카페 / 디저트|27750.0|4.4|121|흑임자 인절미|흑임자 인절비 (1되)|쑥송편 (5알)|쑥개떡|서울특별시 강남구 논현로161길 11|02-516-3643|00:00 - 24:00|주차, 포장, 배달, 방문접수/출장, 예약
효계|닭 / 오리 요리|22000.0|4.4|21|닭숯불구이 모듬 대|닭숯불구이 모듬 중|다리살(소금)|다리살(양념)|서울특별시 강남구 도산대로15길 15 1F|010-9295-9215|17:00 - 01:00|발렛파킹, 남/녀 화장실 구분
고급오복수산|정통 일식 / 일반 일식|48500.0|4.4|51|모듬 사시미|우니 도로 이쿠라 관자 에비|카이센동|우니 이쿠라 카니 카이센동|서울특별시 강남구 논현로 854 B1|02-545-9955|11:30 - 21:30|유료주차 가능 1시간 무료, 주차, 포장, 예약, 무선 인터넷, 제로페이, 국민지원금
오사카카레콘유|돈부리 / 일본 카레 / 벤토|24750.0|4.4|28|오사카카레|콘유치킨카츠카레|가지치즈카레|돈카츠카레|서울특별시 강남구 강남대로160길 49 1F|070-4447-7788|11:30 - 21:00|주차공간없음 , 무선 인터넷, 남/녀 화장실 구분
야키토리묵|이자카야 / 오뎅 / 꼬치|27750.0|4.4|9|오마카세|오늘의 메뉴|안심타다끼|넓적다리통구이|서울특별시 강남구 강남대로152길 23 B1|070-4134-3433|17:00 - 01:00|주차공간없음, 예약, 무선 인터넷, 제로페이
애니오케이션 청담|카페 / 디저트|4000.0|4.4|16|플레인베이글|초콜렛청크베이글|블랙 올리브 베이글|할라피뇨 베이글|서울특별시 강남구 도산대로51길 14 1F|070-8839-1470|10:50 - 21:20|주차, 발렛파킹, 포장, 무선 인터넷
비스트로앤트로|다국적 퓨전|16000.0|4.4|10|판콘토마테|방어쿠르도|가지튀김|피타브래드|서울특별시 강남구 논현로159길 12 1F|02-6448-1887|17:00 - 23:00|무료주차 가능, 단체석, 주차, 예약, 무선 인터넷, 제로페이
야키토리파노|이자카야 / 오뎅 / 꼬치|27750.0|4.4|7|오마카세 쿠시모듬|테바모토|사사미|하츠|서울특별시 강남구 선릉로157길 13-5 1F|02-6952-5155|19:00 - 22:00|주차공간없음 
상석|회 / 스시|89000.0|4.4|7|상석 오마카세|런치 오마카세|none|none|서울특별시 강남구 논현로159길 15|070-4680-4599|12:30 - 22:00|유료주차 가능, 주차, 발렛파킹, 예약, 남/녀 화장실 구분, 국민지원금
신사치킨클럽|다국적 아시아 음식|11500.0|4.4|13|치킨카츠|치킨난반|치킨 완탕면|튀긴교자|서울특별시 강남구 강남대로162길 40 1F|02-508-8855|12:00 - 21:00|단체석, 발렛파킹, 무선 인터넷, 국민지원금
윤잇|기타 양식|14225.0|4.4|4|치킨 BBQ 25CM 뚱랩|수비드 오리 포케|윤잇 샐러드|크리스피 쉬림프 포케|서울특별시 강남구 논현로159길 27|02-6949-0344|09:00 - 21:00|단체석, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
골드피쉬 딤섬퀴진|딤섬 / 만두|14000.0|4.3|246|가지볶음|무떡볶음|멘보샤|다루면|서울특별시 강남구 압구정로48길 35 투구빌딩 2F|02-511-5266|11:30 - 21:30|발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
다운타우너 청담|브런치 / 버거 / 샌드위치|27750.0|4.3|296|아보카도버거|더블더블|치즈버거|베이컨치즈버거|서울특별시 강남구 도산대로53길 14 1F|070-8833-3696|11:30 - 21:30|발렛파킹, 포장, 배달, 무선 인터넷, 반려동물 동반, 국민지원금
길버트버거앤프라이즈|브런치 / 버거 / 샌드위치|29750.0|4.3|295|길버트버거 (5oz)|미스터프레지던트|마리오 버거 (5oz)|로켓 버거 (5oz)|서울특별시 강남구 도산대로15길 47 B1|02-546-5453|11:30 - 22:00|단체석, 발렛파킹, 포장, 무선 인터넷, 국민지원금
오리지널팬케이크하우스 가로수길점|브런치 / 버거 / 샌드위치|27750.0|4.3|344|더치베이비 오리지널|애플 팬케이크|콥샐러드|프레시프룻크레이프|서울특별시 강남구 강남대로162길 41 동원빌딩 1F|02-511-7481|09:00-21:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷
지아니스나폴리 가로수길점|이탈리안|17000.0|4.3|227|감베리 크레마|마르게리따 디 피오디라떼|인살라타 메디테라네오|프로시다 나폴리|서울특별시 강남구 도산대로15길 15 2F|02-3416-0316|11:30 - 22:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 국민지원금
세시셀라 도산공원점|카페 / 디저트|10150.0|4.3|288|당근케이크|와플브런체세트|크레이프케이크|오늘의티|서울특별시 강남구 도산대로45길 10-4 삼경빌딩 1F|02-3448-7100|11:00 - 23:00|주차공간없음, 단체석
볼피노리스토란테|이탈리안|27250.0|4.3|116|트러플 아란치니|오징어 먹물 펜네|우니 파스타|서로인 스테이크 (100g)|서울특별시 강남구 도산대로45길 10-7|010-2249-1571|12:00 - 22:30|단체석, 주차, 발렛파킹, 포장, 무선 인터넷
스시사카우|정통 일식 / 일반 일식|79500.0|4.3|30|런치 오마카세|디너 오마카세|none|none|서울특별시 강남구 언주로153길 10-6 B1|010-9394-2554|12:00 - 21:00|발렛, 예약, 무선 인터넷, 남/녀 화장실 구분
Ginos NY Pizza 압구정점|기타 양식|15000.0|4.3|84|브루클린스 베스트 (R)|스피니치 알프레도 (R)|하와이안 (R)|핫버팔로윙|서울특별시 강남구 선릉로155길 15|02-3444-2234|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
묵전|전통 주점 / 포차|25166.66667|4.3|165|시골장터모둠전 (소)|모듬 해물 파전|웰빙 녹두 빈대떡|묵전 최고 한방 도마보쌈|서울특별시 강남구 언주로168길 22|02-548-1461|11:30 - 02:00|단체석, 발렛파킹, 포장, 예약, 남/녀 화장실 구분
스시카이세이|회 / 스시|150000.0|4.3|20|런치 오마카세|디너 오마카세|none|none|서울특별시 강남구 언주로170길 8 1F|02-515-2700|12:00 - 22:00|발렛 3,000원, 단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
테일러커피|카페 / 디저트|5750.0|4.3|98|에스프레소|아메리카노|플랫화이트|크림모카|서울특별시 강남구 강남대로160길 31 1F|02-511-0355|10:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
우가|고기 요리|36750.0|4.3|45|숙성 꽃등심 (100g)|숙성 차돌박이 (200g)|숙성 양념육회 (200g)|토장찌개|서울특별시 강남구 도산대로49길 22 B1|02-6272-2223|12:00 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
일무레또|이탈리안|36500.0|4.3|34|POLPO|TAGLIATELLE AL RAGU'|BISTECCA AI FUNGHI|FONDUTA & TARTUFO|서울특별시 강남구 논현로157길 33|02-540-0401|17:30 - 21:00|무료주차 가능, 단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
벽돌해피푸드 압구정점|정통 중식 / 일반 중식|17250.0|4.3|69|토마토 계란 덮밥|크림새우|사천식 돼지고기 튀김|마라샹궈|서울특별시 강남구 도산대로51길 36 1F|02-514-0200|12:00 - 22:00|발렛 22:00시 이전까지 가능, 단체석, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분
스시인|회 / 스시|200000.0|4.3|22|스시 오마카세 1인|사시미 오마카세 1인|점심 스시 오마카세 1인|none|서울특별시 강남구 압구정로42길 49 3F|02-543-7636|17:00 - 22:00|발렛 
백곰막걸리|전통 주점 / 포차|25000.0|4.3|61|동해안 오징어 듬뿍듬뿍 김치전|여수 달마새우 미나리전|태안 생물 간재미(가오리) 찜|벌교 매콤새콤 피꼬막 미나리초무침|서울특별시 강남구 압구정로48길 39|0507-1377-7644|17:30 - 23:30|주차공간없음, 단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
고트델리 압구정|브런치 / 버거 / 샌드위치|10750.0|4.3|33|올드스쿨파스트라미|코울슬로파스트라미|잠봉뵈르|루벤|서울특별시 강남구 선릉로161길 17 1F|070-7715-0815|11:30 - 21:00|발렛 3,000원, 포장, 국민지원금
오르비에토|이탈리안|15250.0|4.3|32|새우관자 오일파스타|뽀모도로 파스타|크림뇨끼|블루베리 고르곤졸라피자|서울특별시 강남구 도산대로19길 20|02-511-7372|11:30 - 22:00|주차공간없음 , 국민지원금
양식당더램키친|고기 요리|22666.66667|4.3|68|양갈비 (250g)|양소금구이 (170g)|파절이|강된장 부추비빔밥|서울특별시 강남구 압구정로8길 5|02-3445-9283|18:00 - 24:00|단체석, 발렛파킹, 예약
잭슨피자|기타 양식|27750.0|4.3|43|마가리타 (R)|파이브치즈 (R)|아메리칸스피리트 (R)|그릭콜로지 (R)|서울특별시 강남구 압구정로 144 1F 107호|02-512-0717|11:00 - 22:00|무료주차 가능, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
심양 청담본점|기타 중식|22500.0|4.3|60|데리야끼 양코치|꿔바로우|오리지널 양꼬치|모듬꼬치|서울특별시 강남구 선릉로161길 21 1층|02-545-9211|18:00 - 24:00|발렛파킹, 예약, 국민지원금
네기스키야키|기타 일식|62750.0|4.3|20|점심 식사메뉴|점심,저녁 스키야키 단품|저녁 스키야키 코스|none|서울특별시 강남구 논현로 854 B1|02-543-1060|11:30 - 22:00|무료주차 가능, 단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
아이뽀유|베트남 음식|18833.33333|4.3|25|조개Pho S|베트남커리|스프링롤|카페코코|서울특별시 강남구 도산대로 153|02-517-4656|07:30 - 24:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
씨네드쉐프|프랑스 음식|74500.0|4.3|33|런치2코스|런치3코스|디너7코스|디너8코스|서울특별시 강남구 압구정로30길 45 CGV신관 B5|02-3446-0541|11:30 - 22:00|단체석, 발렛파킹, 예약
컨플릭트 스토어|카페 / 디저트|13375.0|4.3|49|필터커피|피넛버터|소리드크리머리|캐다멈|서울특별시 강남구 논현로159길 46-5|02-517-0122|11:00 - 22:00|주차공간없음, 국민지원금 
사녹|퓨전 양식|48500.0|4.3|20|런치프리픽스 (2인)|디너프리픽스 (1인)|이베리코|쌍화의령메추리|서울특별시 강남구 언주로170길 36 2F|010-6456-1617|17:30 - 24:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
네기다이닝라운지|정통 일식 / 일반 일식|40000.0|4.3|24|사시미 모리아와세(2인)|이베리코카타로스 베요타|토마토 스키야키 한우차돌|마구로타르타르|서울특별시 강남구 도산대로15길 18 4F|02-548-0807|18:00 - 01:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
스시기요이|회 / 스시|120000.0|4.3|6|런치 오마카세|디너 오마카세|스시 테이크아웃|사시미 테이크아웃|서울특별시 강남구 언주로152길 15-6 3F|02-512-8678|12:00 - 21:30|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
스시이타루|회 / 스시|115000.0|4.3|8|런치오마카세|디너오마카세|none|none|서울특별시 강남구 언주로174길 22 1F|02-548-5048|12:00 - 22:00|발렛파킹, 예약, 국민지원금
최가네버섯샤브매운탕칼국수|탕 / 찌개 / 전골|13750.0|4.3|40|스페셜 등심 샤브샤브|스몰 등심 샤브샤브|버섯매운탕칼국수|바싹불고기|서울특별시 강남구 도산대로51길 36|02-547-7676|11:00 - 22:00|주차, 예약
아스트랄|칵테일 / 와인|22750.0|4.3|9|Hallibut|Scallop|Webfoot octopus|Shitake Pasta|서울특별시 강남구 언주로168길 32 2F|0507-1415-1913|12:00 - 21:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
갓포치유|정통 일식 / 일반 일식|49000.0|4.3|16|사시미 오마카세|계절 모듬생선회 2인|해물 미소나베|고등어 봉 초밥|서울특별시 강남구 언주로164길 34-2|070-7750-5585|18:00 - 24:00|무료주차 가능, 단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
갓포마코토|기타 일식|49250.0|4.3|14|계절모둠사시미|한우스키야끼|한우우니말이|우니비스크소스파스타|서울특별시 강남구 언주로168길 5 2F|02-545-9588|18:00 - 01:00|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분
Sogak|정통 중식 / 일반 중식|18500.0|4.3|22|소각마라탕|소각마라샹궈 (소)|가지탕수|꿔빠로우 (소)|서울특별시 강남구 강남대로160길 17 1F|02-512-9929|11:30 - 22:30|발렛 3,000원, 단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 국민지원금
알고리즘|퓨전 일식|130000.0|4.3|5|디너 코스|none|none|none|서울특별시 강남구 도산대로49길 8 2F|070-8845-3869|10:00 - 22:00|발렛파킹, 예약
온리고|퓨전 양식|19250.0|4.3|17|숙성 연어사시미 (Salmon Sashimi)|항정살 깻잎 파스타|런치) 숙성 연어정식|런치) 수제 가라아게정식|서울특별시 강남구 언주로151길 20 웅빌딩 1F 101호|070-8888-2755|11:00 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
목탄장 도산점|퓨전 한식|27750.0|4.3|7|숯불한우안심과 우니|돼지장군 뽈살숯불구이|시그니처 트러플뇨끼|시그니처 한우솥밥|서울특별시 강남구 선릉로157길 23-4 1F|070-4647-2889|16:00 - 01:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
오라방|한정식 / 백반 / 정통 한식|29000.0|4.3|14|흑돼지 돔베고기 (중)|고사리육개장|몸국|고등어구이|서울특별시 강남구 도산대로17길 39|070-5044-1238|18:00 - 02:00|유료주차 가능, 무선 인터넷
리커테이션|칵테일 / 와인|29500.0|4.3|13|와인|와인콜키지 1병|배달&외부음식|none|서울특별시 강남구 압구정로10길 13 마사빌딩 B1|02-6339-5337|18:00 - 02:00|유료주차 가능, 단체석, 주차, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
무아|퓨전 일식|87000.0|4.3|6|7코스|9코스|none|none|서울특별시 강남구 논현로151길 33 2F|0507-1346-3300|18:00 - 22:30|무료주차 가능, 예약, 무선 인터넷
현대카드 쿠킹 라이브러리(델리)|세계음식 기타|90000.0|4.3|9|유러피언 런치 (1인)|스키야키 런치 (1인)|한식 런치 (1인)|BBQ 런치 (1인)|서울특별시 강남구 압구정로46길 46 현대카드 쿠킹라이브러리 1F|02-511-9400|12:00 - 21:00|발렛파킹, 예약
